2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.757 -05:00 [INF] <== POST /login/permiso | Status: 200 | Duración: 127ms | Usuario: Anonymous | TraceId: 00-43e68f56b4e1cdc8b617ea92fb37227f-e81240bc5fcbe823-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.766 -05:00 [INF] ==> OPTIONS /login/menu/modulos | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-5560353e2ba48bf9c07956d136086eb9-6376c19db5dffffb-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000005","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.770 -05:00 [INF] <== OPTIONS /login/menu/modulos | Status: 204 | Duración: 4ms | Usuario: Anonymous | TraceId: 00-5560353e2ba48bf9c07956d136086eb9-6376c19db5dffffb-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000005","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.778 -05:00 [INF] ==> GET /login/menu/modulos | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-d84d2d955b80ba5595faab1aa24f0376-f81807cf2689d0c5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000007","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.815 -05:00 [INF] <== GET /login/menu/modulos | Status: 200 | Duración: 37ms | Usuario: Anonymous | TraceId: 00-d84d2d955b80ba5595faab1aa24f0376-f81807cf2689d0c5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000007","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.823 -05:00 [INF] ==> OPTIONS /maestro/tipo-general/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-bba7efb3ca6501f7aca5f66c08cf138a-ecee1bc28340a9ca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000009","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.831 -05:00 [INF] <== OPTIONS /maestro/tipo-general/active | Status: 204 | Duración: 8ms | Usuario: Anonymous | TraceId: 00-bba7efb3ca6501f7aca5f66c08cf138a-ecee1bc28340a9ca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000009","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.843 -05:00 [INF] ==> GET /maestro/tipo-general/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ede4f17cc725a7093982a2bfbfff8f09-94722634c5d5f39b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000B","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:39.867 -05:00 [INF] <== GET /maestro/tipo-general/active | Status: 200 | Duración: 24ms | Usuario: Anonymous | TraceId: 00-ede4f17cc725a7093982a2bfbfff8f09-94722634c5d5f39b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000B","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:44.527 -05:00 [INF] ==> OPTIONS /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-9ad8e5b07b5f38b602a27b57e455cf5f-28f50ee82a5f5de4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000D","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:44.537 -05:00 [INF] <== OPTIONS /seguridad/modulo/active | Status: 204 | Duración: 10ms | Usuario: Anonymous | TraceId: 00-9ad8e5b07b5f38b602a27b57e455cf5f-28f50ee82a5f5de4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000D","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:44.545 -05:00 [INF] ==> GET /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-16f02bca9c480e36754e7c0b79e76187-7790c1363ab41b24-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000F","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:44.554 -05:00 [INF] <== GET /seguridad/modulo/active | Status: 200 | Duración: 8ms | Usuario: Anonymous | TraceId: 00-16f02bca9c480e36754e7c0b79e76187-7790c1363ab41b24-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000000F","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:47.496 -05:00 [INF] ==> OPTIONS /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b87cf2f40e3ca0b2746bf8a0c65bb4c2-46c7a105ae7d6284-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000011","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:47.506 -05:00 [INF] <== OPTIONS /seguridad/menu/arbol | Status: 204 | Duración: 10ms | Usuario: Anonymous | TraceId: 00-b87cf2f40e3ca0b2746bf8a0c65bb4c2-46c7a105ae7d6284-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000011","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:47.518 -05:00 [INF] ==> GET /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-176f0f4a6079676e4b0fa57b799f3fe0-1305c631537a80d4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000013","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:47.531 -05:00 [INF] <== GET /seguridad/menu/arbol | Status: 200 | Duración: 13ms | Usuario: Anonymous | TraceId: 00-176f0f4a6079676e4b0fa57b799f3fe0-1305c631537a80d4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000013","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:53.341 -05:00 [INF] ==> OPTIONS /seguridad/menu | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-27f9bf2cfbc4cea75b297e54b48b070e-78fc32f155a88a88-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000015","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:53.353 -05:00 [INF] <== OPTIONS /seguridad/menu | Status: 204 | Duración: 11ms | Usuario: Anonymous | TraceId: 00-27f9bf2cfbc4cea75b297e54b48b070e-78fc32f155a88a88-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000015","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:02:53.365 -05:00 [INF] ==> POST /seguridad/menu | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f01eea8f6ce31df0a86cc355ba81696d-14df7e4008caeb53-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000017","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:04.273 -05:00 [ERR] [DATABASE_ERROR] POST /seguridad/menu | Usuario: jabregu | Empresa: 1 | TraceId: 00-f01eea8f6ce31df0a86cc355ba81696d-14df7e4008caeb53-00 | SqlState: 23502 {"SourceContext":"Mozo.Api.ExceptionHandler","RequestId":"0HNMAVK62Q93J:00000017","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","ExceptionDetail":{"Data":{"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError"},"HResult":-2147467259,"Message":"23502: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”\r\n\r\nDETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Source":"Npgsql","TargetSite":"Void MoveNext()","IsTransient":false,"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Hint":null,"Position":0,"InternalPosition":0,"InternalQuery":null,"Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","DataTypeName":null,"ConstraintName":null,"File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError","BatchCommand":null,"DbException.BatchCommand":null,"ErrorCode":-2147467259,"Type":"Npgsql.PostgresException"},"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
Npgsql.PostgresException (0x80004005): 23502: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”

DETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.
   at Npgsql.Internal.NpgsqlConnector.ReadMessageLong(Boolean async, DataRowLoadingMode dataRowLoadingMode, Boolean readingNotifications, Boolean isReadingPrependedMessage)
   at System.Runtime.CompilerServices.PoolingAsyncValueTaskMethodBuilder`1.StateMachineBox`1.System.Threading.Tasks.Sources.IValueTaskSource<TResult>.GetResult(Int16 token)
   at Npgsql.NpgsqlDataReader.<ReadMessage>g__ReadMessageSequential|49_0(NpgsqlConnector connector, Boolean async)
   at Npgsql.NpgsqlDataReader.NextResult(Boolean async, Boolean isConsuming, CancellationToken cancellationToken)
   at Npgsql.NpgsqlDataReader.NextResult(Boolean async, Boolean isConsuming, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteReader(Boolean async, CommandBehavior behavior, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteReader(Boolean async, CommandBehavior behavior, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteScalar(Boolean async, CancellationToken cancellationToken)
   at Dapper.SqlMapper.ExecuteScalarImplAsync[T](IDbConnection cnn, CommandDefinition command) in /_/Dapper/SqlMapper.Async.cs:line 1242
   at Mozo.SeguridadData.MenuData.InsertAsync(MenuModel c) in E:\Desarrollo\Mozo\BackEnd\Seguridad\Mozo.SeguridadData\MenuData.cs:line 52
   at Mozo.SeguridadBusiness.MenuBusiness.InsertAsync(MenuModel c) in E:\Desarrollo\Mozo\BackEnd\Seguridad\Mozo.SeguridadBusiness\MenuBusiness.cs:line 24
   at Mozo.Api.Seguridad.MenuEndPoints.InsertAsync(MenuModel m, IMenuBusiness IMenu) in E:\Desarrollo\Mozo\BackEnd\Mozo.ApiSeguridad\EndPoints\Seguridad\MenuEndPoints.cs:line 59
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.ExecuteTaskResult[T](Task`1 task, HttpContext httpContext)
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.<>c__DisplayClass102_2.<<HandleRequestBodyAndCompileRequestDelegateForJson>b__2>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.StatusCodePagesMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task)
  Exception data:
    Severity: ERROR
    SqlState: 23502
    MessageText: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”
    Detail: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.
    Where: sentencia SQL: «INSERT INTO seguridad.segmenu (
        comodulo, nuorden, nomenu, cousucre
    )
    VALUES (
        p_comodulo, p_nuorden, p_nomenu, p_cousucre
    )
	RETURNING comenu»
función PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL
    SchemaName: seguridad
    TableName: segmenu
    ColumnName: comodulo
    File: execMain.c
    Line: 2219
    Routine: ReportNotNullViolationError
2026-06-15 12:03:04.314 -05:00 [ERR] An unhandled exception has occurred while executing the request. {"EventId":{"Id":1,"Name":"UnhandledException"},"SourceContext":"Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware","RequestId":"0HNMAVK62Q93J:00000017","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","ExceptionDetail":{"Data":{"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError"},"HResult":-2147467259,"Message":"23502: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”\r\n\r\nDETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Source":"Npgsql","TargetSite":"Void MoveNext()","IsTransient":false,"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Hint":null,"Position":0,"InternalPosition":0,"InternalQuery":null,"Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","DataTypeName":null,"ConstraintName":null,"File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError","BatchCommand":null,"DbException.BatchCommand":null,"ErrorCode":-2147467259,"Type":"Npgsql.PostgresException"},"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
Npgsql.PostgresException (0x80004005): 23502: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”

DETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.
   at Npgsql.Internal.NpgsqlConnector.ReadMessageLong(Boolean async, DataRowLoadingMode dataRowLoadingMode, Boolean readingNotifications, Boolean isReadingPrependedMessage)
   at System.Runtime.CompilerServices.PoolingAsyncValueTaskMethodBuilder`1.StateMachineBox`1.System.Threading.Tasks.Sources.IValueTaskSource<TResult>.GetResult(Int16 token)
   at Npgsql.NpgsqlDataReader.<ReadMessage>g__ReadMessageSequential|49_0(NpgsqlConnector connector, Boolean async)
   at Npgsql.NpgsqlDataReader.NextResult(Boolean async, Boolean isConsuming, CancellationToken cancellationToken)
   at Npgsql.NpgsqlDataReader.NextResult(Boolean async, Boolean isConsuming, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteReader(Boolean async, CommandBehavior behavior, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteReader(Boolean async, CommandBehavior behavior, CancellationToken cancellationToken)
   at Npgsql.NpgsqlCommand.ExecuteScalar(Boolean async, CancellationToken cancellationToken)
   at Dapper.SqlMapper.ExecuteScalarImplAsync[T](IDbConnection cnn, CommandDefinition command) in /_/Dapper/SqlMapper.Async.cs:line 1242
   at Mozo.SeguridadData.MenuData.InsertAsync(MenuModel c) in E:\Desarrollo\Mozo\BackEnd\Seguridad\Mozo.SeguridadData\MenuData.cs:line 52
   at Mozo.SeguridadBusiness.MenuBusiness.InsertAsync(MenuModel c) in E:\Desarrollo\Mozo\BackEnd\Seguridad\Mozo.SeguridadBusiness\MenuBusiness.cs:line 24
   at Mozo.Api.Seguridad.MenuEndPoints.InsertAsync(MenuModel m, IMenuBusiness IMenu) in E:\Desarrollo\Mozo\BackEnd\Mozo.ApiSeguridad\EndPoints\Seguridad\MenuEndPoints.cs:line 59
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.ExecuteTaskResult[T](Task`1 task, HttpContext httpContext)
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.<>c__DisplayClass102_2.<<HandleRequestBodyAndCompileRequestDelegateForJson>b__2>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.StatusCodePagesMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task)
  Exception data:
    Severity: ERROR
    SqlState: 23502
    MessageText: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”
    Detail: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.
    Where: sentencia SQL: «INSERT INTO seguridad.segmenu (
        comodulo, nuorden, nomenu, cousucre
    )
    VALUES (
        p_comodulo, p_nuorden, p_nomenu, p_cousucre
    )
	RETURNING comenu»
función PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL
    SchemaName: seguridad
    TableName: segmenu
    ColumnName: comodulo
    File: execMain.c
    Line: 2219
    Routine: ReportNotNullViolationError
2026-06-15 12:03:04.350 -05:00 [ERR] <== POST /seguridad/menu | Status: 500 | Duración: 10985ms | Usuario: Anonymous | TraceId: 00-f01eea8f6ce31df0a86cc355ba81696d-14df7e4008caeb53-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000017","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:21.933 -05:00 [INF] ==> OPTIONS /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b4d15a5de25aaacf36b2ac7d0cbe6e65-a71524c89bca4b87-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000019","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:21.943 -05:00 [INF] <== OPTIONS /seguridad/modulo/active | Status: 204 | Duración: 10ms | Usuario: Anonymous | TraceId: 00-b4d15a5de25aaacf36b2ac7d0cbe6e65-a71524c89bca4b87-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:00000019","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:21.956 -05:00 [INF] ==> GET /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-39f59d0879b40f9337d4288e7bf7acb2-03ecbc19f688fd41-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001B","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:21.970 -05:00 [INF] <== GET /seguridad/modulo/active | Status: 200 | Duración: 13ms | Usuario: Anonymous | TraceId: 00-39f59d0879b40f9337d4288e7bf7acb2-03ecbc19f688fd41-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001B","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:34.411 -05:00 [INF] ==> OPTIONS /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-84583be3ca54fc37bac09c2006e22d62-dd4057af87b359c4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001D","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:34.421 -05:00 [INF] <== OPTIONS /seguridad/menu/arbol | Status: 204 | Duración: 9ms | Usuario: Anonymous | TraceId: 00-84583be3ca54fc37bac09c2006e22d62-dd4057af87b359c4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001D","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:34.433 -05:00 [INF] ==> GET /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-73888f05b841e6d31e9c373f67d01264-1098029d1e446474-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001F","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:03:34.448 -05:00 [INF] <== GET /seguridad/menu/arbol | Status: 200 | Duración: 14ms | Usuario: Anonymous | TraceId: 00-73888f05b841e6d31e9c373f67d01264-1098029d1e446474-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93J:0000001F","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93J","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
